station_id,name,latitude,longitude,barrio,comuna
c3f8b82a1c2661e8fbf7b3fcf6496d5f,101 - Fitz Roy,-34.5891857,-58.442439699999994,Chacarita,15.0
4d3e92c385d9cd5d85b4a7e41004578d,384 - PLAZA BENITO NAZAR,-34.60511787,-58.445999589,Villa Crespo,15.0
a83b9efb3e5aee99f397294741b256b2,291 - JUAN BAUTISTA ALBERDI,-34.651081,-58.502125,Mataderos,9.0
2b43e7494854c8de6fbdcaeded9e981f,029 - Parque Centenario,-34.6079414,-58.4335573,Caballito,6.0
37500508c9636d38150d417972466a19,106 - MOSCONI Y CONSTITUYENTES,-34.58088,-58.49363000000001,Villa Pueyrredon,12.0
c3a859dea15744bfb996067ac5aa2151,197 - PLAZA CIUDAD DE UDINE,-34.620998,-58.493044,Floresta,10.0
3e71e8744b34ebee750cf9acb28684d0,278 - Donato Alvarez,-34.602028,-58.465568000000005,Paternal,15.0
02ae4ec66ebbf3001706e75b215001ed,080 - VALLE,-34.6245807,-58.43412319999999,Caballito,6.0
184728b1a8d41009615e354cb7593b9c,317 - ESCUELA RAGGIO,-34.536691,-58.4668133,Nuñez,13.0
7a94f714928a4991e806104fb12636a7,216 - EMILIO LAMARCA,-34.6134032,-58.4933583,Villa Del Parque,11.0
6bdfd8c2c8b163c579d3079ad3aafaf0,258 - Plaza J.J. Paso,-34.569187,-58.453608,Colegiales,13.0
caaaaf1d394ec5e4574def15379ec6cc,031 - PARQUE RIVADAVIA,-34.61651103390999,-58.43235024128227,Caballito,6.0
b5c3de62c638a5f8cb4b5806c853fcc3,260 - SAN MIGUEL DE GARICOITS,-34.577329,-58.45779900000001,Colegiales,13.0
ad949bdd81137bbbf58a70f59d0c12e0,307 - CERETTI,-34.5744245,-58.4962318,Villa Urquiza,12.0
9bddf5efa0b25621132014f95cb88a20,263 - Plaza Echeverria,-34.5717986,-58.48954089999999,Villa Urquiza,12.0
7cd5fb65d56c91230abdc8b536efa800,348 - Villa del Parque,-34.600874,-58.494123,Villa Del Parque,11.0
3e4452fb7083a170d67d44cd1bc176c6,312 - PARQUE GENERAL PAZ,-34.5677377879199,-58.505283495700816,Saavedra,12.0
8ac1ce60679f4b3f38790e60c6525bcf,333 - PARQUE DE LA ESTACIÓN,-34.608096,-58.41183969999999,Balvanera,3.0
3a7c591d9e50e5aa825b46053210a128,296 - SAN ISIDRO LABRADOR,-34.5406752,-58.4752251,Saavedra,12.0
79935d2962958589465630ac2f0b992b,095 - EMILIO CASTRO,-34.649701,-58.51078,Liniers,9.0
5f3ea0334611def2bca9ad8e5ad0e727,334 - CENTRO DE EXPOSICIONES,-34.584018,-58.38992100000001,Recoleta,2.0
0296e96be06d67d0a335fbee3e65b476,075 - Plaza Primero de Mayo,-34.6122976,-58.3989871,Balvanera,3.0
b1b32af8b8ce5162edf82dd4c3936446,045 - Uruguay,-34.59944049406817,-58.386760190213025,San Nicolas,1.0
2c81a0a283aa42e2238a4a6757eb39dc,195 - PARQUE CHAS,-34.5816148,-58.47505689999999,Parque Chas,15.0
6edd0ffa5db8bd572da6e97324557f27,246 - ALMAFUERTE,-34.647805760451966,-58.415984666270425,Nueva Pompeya,4.0
fe0eec8ba2a277461b8fcb5589f570a5,088 - NUÑEZ ,-34.54162804074317,-58.46340407324711,Nuñez,13.0
f84160b606a2fb0706ae21f24400ec70,164 - FACULTAD DE INGENIERIA,-34.617301,-58.3698984,San Telmo,1.0
da79621847af6da4999c3ea807c37c87,177 -PLANETARIO,-34.571078549994866,-58.411597898601634,Palermo,14.0
4f3435d06bcf96800051985a7e35cc7d,026 - JUANA MANSO I,-34.600752,-58.3638723,Puerto Madero,1.0
ce916afcfc7d570465b0686c5bc256bc,366 - VILLA OLÍMPICA,-34.677130515662185,-58.454286054001386,Villa Lugano,8.0
c17b785f68aef4e0fd6c33560d2551a3,149 - LIMA,-34.6153266,-58.38136419999999,Monserrat,1.0
b5c75b7348840a3acb563736c2c5f49c,275 - PLAZA 24 DE SEPTIEMBRE,-34.606984,-58.44854,Villa Crespo,15.0
a5820c80b9b6e73f7fc1d7f19e584c2f,114 - TORRE MACRO,-34.59398891976011,-58.37142444536896,Retiro,1.0
76ec2bffb740144150c15d929c5af368,273 - Plazoleta Colombia,-34.637697,-58.373726000000005,Barracas,4.0
c3e9b1f61537823e17d6b46d666a22b2,315 - BEIRO Y SAN MARTÍN,-34.5976121,-58.4985424,Villa Devoto,11.0
3305ecf7d20dfe56c2c37e8419ea2c48,244 - UADE,-34.617247,-58.381626999999995,Monserrat,1.0
79844211cf6ca8125c9c9a72a0aaab4c,094 - GÚZMAN,-34.591511,-58.44965199999999,Chacarita,15.0
cd9a67a6d3364e17bb11417a26d54306,311 - SEC. DE INNOVACION Y TRANSFORMACIÓN,-34.6350046,-58.395053900000015,Parque Patricios,4.0
49562bcff37bdfd8c35ec74661755e90,361 - Plaza Don Segundo Sombra,-34.64196,-58.4505,Flores,7.0
422d5754bd1588c721e71ef5512a79ae,254 - Plaza Rafael Hernandez,-34.562161,-58.455166000000006,Belgrano,13.0
ef5ec6f9d0027a7b3274c406f91957b3,074 - INSTITUTO LELOIR,-34.60439,-58.43454,Caballito,6.0
fbbfe1632b4de631a7198aa445bc2944,162 - LARREA Y BARTOLOMÉ MITRE,-34.6094724339653,-58.400507791020814,Balvanera,3.0
b8dc6bb801f5cae242a1f5feee841cd4,051 - PLAZA SUDAMERICA,-34.687767,-58.475178,Villa Riachuelo,8.0
a1427fc2988047e0db0961f44b18bac7,156 - Plaza Alemania,-34.5775895,-58.407469600000006,Palermo,14.0
c7eb65c6d1e0ac556c0573461444374d,066 - Billinghurst,-34.5945475,-58.4138713,Recoleta,2.0
08a61530a9daa248cca4d347df2940d6,060 - 25 De Mayo,-34.6016509,-58.37107900000001,San Nicolas,1.0
f58b6902e90b6c27e727fa1a36494d6f,353 - PLAZA VÉLEZ SARSFIELD,-34.6293335,-58.48360279999999,Floresta,10.0
267afae271a0d6cbe6e3cecf57b8b510,256 - PLAZA NORUEGA,-34.562277,-58.459289,Belgrano,13.0
a985fcd896f241e32f5a85eb47338d31,056 - Plaza Palermo Viejo,-34.588567,-58.42599899999999,Palermo,14.0
c6937343a4651b5d12a4e47655ddee8b,068 - AV. CORDOBA,-34.589080298994816,-58.43880442460632,Villa Crespo,15.0
0fd79ac786f23783184e07a68ddb9ca2,319 - HEREDIA,-34.5729858,-58.468138399999994,Villa Ortuzar,15.0
ff21d0ae4f74b0e93f95f89012aaa540,133 - BEIRO Y SEGUROLA,-34.6075,-58.51193000000001,Villa Devoto,11.0
2eaf755b16aa2e9c7010ccebfe490a8b,349 - Plaza Saenz Peña,-34.6097088334705,-58.46729693359809,Villa Gral. Mitre,11.0
9c78c574d8d422c9c35f1cd9417ab915,208 - NICASIO OROÑO,-34.5967435,-58.459403099999996,Paternal,15.0
3bc0548ada5000f4c05ff18ec42b1d53,201 - PLAZA EJERCITO DE LOS ANDES,-34.63897407331851,-58.51010241799405,Liniers,9.0
ebb400db0358799a8210a48a48fb14d4,364 - CERRETTI Y MANUELA PEDRAZA,-34.56912,-58.50025,Villa Urquiza,12.0
510a7efa8446c00bb528b51ec0636a72,207 - PLAZA ARENALES,-34.5997308,-58.5111458,Villa Devoto,11.0
5be815ca6fa892f62516437f7df16e4c,358 - SAN BLAS,-34.612513475293596,-58.48591844047545,Villa Santa Rita,11.0
b4ea4ebaae8c8bb823a191f58b003b4f,227 -Club Ciudad de Buenos Aires,-34.544503,-58.459499,Nuñez,13.0
b4325876d829b05fb18f73b34e143f42,202 - RODNEY,-34.592015,-58.45172699999999,Chacarita,15.0
8490450c13c9ae9441bc41190c3dfdcb,251 - Solar de la Abadía,-34.567633,-58.436752000000006,Palermo,14.0
4cc580b84523fa2d5d20519cc5b84b37,257 - Plaza Francisco Ramirez,-34.553262,-58.469133,Nuñez,13.0
ba0e5d884bafa3794a313cafc3885562,341 - EDITORIAL PERFIL,-34.6489049,-58.38479359999998,Barracas,4.0
3957ec33104a6a8c60475be3871f9b5e,044 - Ecoparque,-34.5755148,-58.4138829,Palermo,14.0
38f77d160759f80db1ef77aa5086a17c,322 - MARTÍ Y DIRECTORIO,-34.636406,-58.470136,Flores,7.0
be54f6021acb534b21c1ef0aff9d8f47,009 - Parque Las Heras,-34.585443,-58.407740999999994,Palermo,14.0
ce98383a5596ff8237a28ff6c9173b31,119 - PLAZOLETA BENEDIT,-34.6022435,-58.44254819999999,Villa Crespo,15.0
b8a14e97b9e9bacc73cb93dd8ebd9f1f,285 - ESPINOSA,-34.603936,-58.457316999999996,Villa Crespo,15.0
c67412e0ab7f2517cc8ac0655058f225,180 - PARQUE OLIMPICO,-34.67263155698435,-58.445517873322615,Villa Soldati,8.0
c58f577f9c8c370d061cbe61afdab7fc,375 - Ciudad Universitaria I,-34.543705,-58.44097597322463,Belgrano,13.0
c260831997e205d2aea10b3ba6293340,214 - MORÓN,-34.6247196,-58.47518040000001,Flores,7.0
32478d5adf4da69d30a225487e352291,107 - HOSPITAL GARRAHAN,-34.63037718,-58.39584399999999,Parque Patricios,4.0
2f6587bae3393fffc5f119abb9c5ad23,235 - COMUNA 13,-34.5532117,-58.464224299999984,Nuñez,13.0
1925cf34dda5876994edbe227e45be41,083 - Paraná,-34.603269,-58.3893728,San Nicolas,1.0
90980e93a182a5e1c6c40b2456ea2065,169 - FACULTAD DE PSICOLOGIA,-34.613071183327094,-58.41497103862304,Almagro,5.0
47603f13c048133bcbbf1a9b75137fd2,346 - Plaza Zapiola,-34.573522,-58.474635,Villa Urquiza,12.0
67ece7ba02ba479297433338801e7263,276 - PRIMERA JUNTA,-34.62079441851816,-58.4413509067459,Caballito,6.0
3d565c1ffe852ccca44e20fecd0c00e8,313 - De Los Incas,-34.57899,-58.46982,Villa Ortuzar,15.0
eb046a7d38fc6ac9966756536362c752,298 - PLAZA DR. JUAN B. TERAN,-34.62141207128675,-58.51978098730659,Villa Real,10.0
d98c4b92aedf993ceaf217271f3162f5,323 - Parque Avellaneda II,-34.6451767192088,-58.484555279762255,Parque Avellaneda,9.0
5368eeec72975026b6ec59936bfa814a,110 - PLAZA CD DE BANFF,-34.62805,-58.52174,Versalles,10.0
51f34bd6cd049372f3631cf024603363,054 - Acuña de Figueroa,-34.5982097,-58.422069400000005,Almagro,5.0
7426f16489e0913bb2bc8869e815b561,308 - SAN MARTIN II,-34.5971297,-58.490739000000005,Agronomia,15.0
d8190d2688bfbdd8d2524f26a00b2781,070 - ARAOZ,-34.5926862,-58.426059699999996,Palermo,14.0
14d2b11b66e97f9cb8723b3611a1c217,305 - Plaza Martin Rodriguez,-34.590964,-58.500336,Villa Pueyrredon,12.0
641213f18c8cc5f5a54024a8648a33ce,229 - RIGLOS,-34.631018,-58.435056,Parque Chacabuco,7.0
1eba0016ffc7c52fbd3f55d2656108e1,013 - ONCE,-34.61009,-58.406,Balvanera,3.0
fc97fe195e0f9792da4f7ebb3d70b70c,012 - Plaza Vicente Lopez,-34.5927096,-58.388807,Recoleta,2.0
9411876bb029368b6fa4eafcf8a77595,174 - MINISTERIO DE EDUCACION,-34.597225,-58.39176799999999,Recoleta,2.0
36bebc0bd1830e3213da35d84120bc26,325 - MEDRANO,-34.6097105,-58.4215633,Almagro,5.0
62220ff19f717a0d1e63d2b5cf19be24,213 - Hospital Alvear,-34.5972098,-58.47421142999999,Paternal,15.0
65491a42a22f888ff410cc4c0f1aa1ff,058 - Ministro Carranza,-34.5752773,-58.434688300000005,Palermo,14.0
1ba642197682199cf5295f9da7aeb4ec,084 - TEATRO PICADERO,-34.6042288,-58.39373749999999,Balvanera,3.0
0ff5bfc8362569bdc6aff21159667e10,157 - LEGUIZAMON,-34.644804,-58.518867,Liniers,9.0
f93d4dfa9a46e2d1b7949dc4d7e60c7d,047 - PARQUE DE LA INNOVACIÓN,-34.54446886407372,-58.453400382566706,Nuñez,13.0
47165c6697873c67ba49e9d4f11dacdb,034 - Colonia Express,-34.6236397,-58.3632448,Puerto Madero,1.0
96e8ad8a5776f0ccb9b39c0e40abe6ac,190 - JUNCAL,-34.5850763,-58.4111136,Palermo,14.0
02a10c7e09659824f0a8e4588d1f0ccd,138 - Hospital Britanico,-34.6353595,-58.3876724,Barracas,4.0
1e95182b2ff747f122c6f0dcae40fc61,400 - HIDALGO,-34.606152521781205,-58.44175388769684,Villa Crespo,15.0
a7a37c1d745636bb76656f4d233a3e69,386 - VELEZ SARSFIELD,-34.6336384,-58.48980999999999,Velez Sarsfield,10.0
f2daea0343729cbe6b9391e3d7d67711,250 - Fleni,-34.555602,-58.45047900000001,Belgrano,13.0
e98d06e7ac02e2efced6da940484d5ff,117 - HUMBERTO 1°,-34.61955283137281,-58.37315930476108,San Telmo,1.0
33e2d83493eecfd910086396530259b5,395 - Agronomia II,-34.5893,-58.48480000000001,Agronomia,15.0
e552620fed1cc98196b347a0f2f43a87,314 - ALLENDE,-34.6147875,-58.5116722,Villa Devoto,11.0
6ed1acd4c2d017f60e2de33a62046619,224 - BAIGORRIA,-34.6108915,-58.503019999999985,Monte Castro,10.0
